                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8144,                 1.2609,                 1.3587,                0.86431,                0.81521,                0.88607,                0.47128,                 1.6252,                0.84088,                 1.2821,             0.00055274,             0.00055274,             0.00055274
                      2,                 1.6231,                0.81844,                 1.2273,                0.88827,                0.84147,                0.90998,                0.50296,                 1.5926,                0.73897,                 1.2905,             0.00055975,             0.00055975,             0.00055975
